release_date,title,budget,revenue,return
1994-09-07,double happiness,4224578.813474693,11209348,2.653364757573468
1994-09-29,muriel's wedding,3000000.0,15119639,5.039879666666667
1995-08-18,the baby-sitters club,4224578.813474693,11209348,2.653364757573468
1994-02-04,ace ventura: pet detective,15000000.0,107217396,7.1478264
1994-05-31,"the adventures of priscilla, queen of the desert",4224578.813474693,11220670,2.6560446604074737
1994-04-01,backbeat,4224578.813474693,11209348,2.653364757573468
1992-09-02,bitter moon,5000000.0,1862805,0.372561
1994-10-14,bullets over broadway,4224578.813474693,11209348,2.653364757573468
1994-08-03,clear and present danger,62000000.0,215887717,3.482059951612903
1994-07-20,the client,45000000.0,117615211,2.6136713555555557
1994-08-12,"corrina, corrina",4224578.813474693,11209348,2.653364757573468
1994-05-13,crooklyn,4224578.813474693,11209348,2.653364757573468
1994-05-11,the crow,15000000.0,94000000,6.266666666666667
1994-12-02,cobb,4224578.813474693,11209348,2.653364757573468
1994-05-26,the flintstones,46000000.0,341631208,7.426765391304348
1994-07-06,forrest gump,55000000.0,677945399,12.326279981818182
1994-03-09,four weddings and a funeral,6000000.0,254700832,42.45013866666667
1995-01-11,higher learning,4224578.813474693,38290723,9.063796579642004
1994-10-14,i like it like that,4224578.813474693,1777020,0.4206383827736926
1994-06-29,i love trouble,45000000.0,61947267,1.3766059333333334
1994-07-29,it could happen to you,4224578.813474693,11209348,2.653364757573468
1994-12-23,the jungle book,4224578.813474693,11209348,2.653364757573468
1993-09-11,"the wonderful, horrible life of leni riefenstahl",4224578.813474693,11209348,2.653364757573468
1994-06-23,the lion king,45000000.0,788241776,17.516483911111113
1993-12-01,little buddha,35000000.0,4858139,0.13880397142857143
1994-10-13,new nightmare,14000000.0,18090181,1.2921557857142858
1994-07-29,the mask,23000000.0,351583407,15.286235086956522
1994-05-20,maverick,4224578.813474693,11209348,2.653364757573468
1994-09-07,mrs. parker and the vicious circle,4224578.813474693,11209348,2.653364757573468
1994-03-18,the naked gun 33?: the final insult,30000000.0,51132598,1.7044199333333334
1994-03-18,the paper,6000000.0,11209348,1.8682247565442147
1994-02-18,reality bites,11500000.0,20079850,1.7460739130434784
1993-07-08,red rock west,8000000.0,2000000,0.25
1994-12-19,ri¢hie ri¢h,40000000.0,11209348,0.2802337134816322
1994-12-01,safe passage,4224578.813474693,11209348,2.653364757573468
1994-09-30,the river wild,45000000.0,11209348,0.24909663420589528
1994-06-09,speed,30000000.0,350448145,11.681604833333333
1994-12-16,speechless,4224578.813474693,11209348,2.653364757573468
1994-09-15,timecop,27000000.0,101646581,3.764688185185185
1994-07-14,true lies,115000000.0,378882411,3.2946296608695653
1994-04-29,when a man loves a woman,4224578.813474693,50021959,11.84069731175336
1994-06-17,wolf,4224578.813474693,11209348,2.653364757573468
1994-06-24,wyatt earp,63000000.0,25052000,0.39765079365079364
1995-01-20,bad company,4224578.813474693,11209348,2.653364757573468
1994-12-22,a man of no importance,4224578.813474693,11209348,2.653364757573468
1994-09-15,s.f.w.,4224578.813474693,11209348,2.653364757573468
1994-11-23,a low down dirty shame,10000000.0,29392418,2.9392418
1994-09-30,"boys life: three stories of love, lust, and liberation",4224578.813474693,11209348,2.653364757573468
1994-01-01,colonel chabert,4224578.813474693,11209348,2.653364757573468
1965-08-06,"faster, pussycat! kill! kill!",4224578.813474693,11209348,2.653364757573468
1994-09-28,jason's lyric,7000000.0,20851521,2.9787887142857143
1993-12-10,the secret adventures of tom thumb,4224578.813474693,11209348,2.653364757573468
1994-12-22,street fighter,35000000.0,99423521,2.8406720285714284
1995-09-15,coldblooded,4224578.813474693,11209348,2.653364757573468
1997-12-31,desert winds,4224578.813474693,11209348,2.653364757573468
1995-05-13,fall time,4224578.813474693,11209348,2.653364757573468
1995-01-20,the fear,4224578.813474693,11209348,2.653364757573468
1995-10-20,frank and ollie,4224578.813474693,11209348,2.653364757573468
1995-10-24,girl in the cadillac,4224578.813474693,11209348,2.653364757573468
1995-05-03,homage,4224578.813474693,11209348,2.653364757573468
1995-11-21,mirage,4224578.813474693,11209348,2.653364757573468
1996-05-03,open season,4224578.813474693,11209348,2.653364757573468
1995-05-26,dos crímenes,4224578.813474693,11209348,2.653364757573468
1995-03-01,brother minister: the assassination of malcolm x,4224578.813474693,11209348,2.653364757573468
1994-11-29,highlander: the final dimension,26000000.0,36800000,1.4153846153846155
1995-02-24,federal hill,4224578.813474693,11209348,2.653364757573468
1994-12-12,in the mouth of madness,8000000.0,8946600,1.118325
1994-02-25,8 seconds,4224578.813474693,11209348,2.653364757573468
1994-03-23,above the rim,4224578.813474693,11209348,2.653364757573468
1993-11-19,addams family values,4224578.813474693,48919043,11.579626078691701
1994-04-27,martin lawrence: you so crazy,4224578.813474693,11209348,2.653364757573468
1993-09-17,the age of innocence,34000000.0,32255440,0.9486894117647059
1994-08-05,airheads,4224578.813474693,11209348,2.653364757573468
1994-01-07,the air up there,17080000.0,21011500,1.2301814988290398
1993-07-22,another stakeout,4224578.813474693,11209348,2.653364757573468
1994-04-22,bad girls,4224578.813474693,15240435,3.607563185089409
1994-07-29,barcelona,3200000.0,11209348,3.5029214185204025
1994-05-06,being human,40000000.0,11209348,0.2802337134816322
1993-10-15,the beverly hillbillies,4224578.813474693,11209348,2.653364757573468
1994-05-24,beverly hills cop iii,50000000.0,119208989,2.38417978
1994-07-29,black beauty,4224578.813474693,11209348,2.653364757573468
1994-01-26,blink,4224578.813474693,16668552,3.945612742939977
1994-07-01,blown away,4224578.813474693,30156002,7.1382268698158935
1994-02-18,blue chips,4224578.813474693,11209348,2.653364757573468
1994-09-16,blue sky,4224578.813474693,11209348,2.653364757573468
1993-06-09,body snatchers,13000000.0,11209348,0.8622575799434837
1993-06-18,boxing helena,4224578.813474693,1796389,0.42522321853015205
1993-09-14,a bronx tale,22000000.0,17287898,0.7858135454545454
1994-01-07,cabin boy,4224578.813474693,3662459,0.8669406257301299
1993-09-03,calendar girl,13000000.0,2570145,0.19770346153846155
1993-11-10,carlito's way,30000000.0,36516012,1.2172004
1994-06-10,city slickers ii: the legend of curly's gold,4224578.813474693,11209348,2.653364757573468
